episode,training_return
210,130.0
211,121.0
212,37.0
213,50.0
214,29.0
215,141.0
216,122.0
217,160.0
218,133.0
219,124.0
220,22.0
221,121.0
222,174.0
223,16.0
224,13.0
225,45.0
226,50.0
227,32.0
228,105.0
229,86.0
230,117.0
231,18.0
232,16.0
233,130.0
234,111.0
235,99.0
236,94.0
237,209.0
238,15.0
239,28.0
240,95.0
241,18.0
242,17.0
243,40.0
244,15.0
245,12.0
246,205.0
247,48.0
248,144.0
249,184.0
250,148.0
251,13.0
252,179.0
253,168.0
254,209.0
255,150.0
256,15.0
257,159.0
258,162.0
259,157.0
260,16.0
261,147.0
262,20.0
263,15.0
264,12.0
265,11.0
266,14.0
267,254.0
268,38.0
269,144.0
270,13.0
271,176.0
272,215.0
273,500.0
274,23.0
275,166.0
276,72.0
277,500.0
278,483.0
279,500.0
280,500.0
281,473.0
282,80.0
283,500.0
284,18.0
285,127.0
286,57.0
287,23.0
288,130.0
289,205.0
290,173.0
291,138.0
292,223.0
293,202.0
294,109.0
295,500.0
296,197.0
297,242.0
298,47.0
299,217.0
300,150.0
301,67.0
302,57.0
303,114.0
304,111.0
305,113.0
306,14.0
307,25.0
308,87.0
309,172.0
310,150.0
311,130.0
312,166.0
313,234.0
314,34.0
315,252.0
316,40.0
317,59.0
318,255.0
319,500.0
320,372.0
321,270.0
322,49.0
323,201.0
324,500.0
325,424.0
326,155.0
327,500.0
328,296.0
329,129.0
330,293.0
331,344.0
332,180.0
333,301.0
334,171.0
335,328.0
336,14.0
337,285.0
338,104.0
339,120.0
340,93.0
341,93.0
342,101.0
343,13.0
344,75.0
345,264.0
346,14.0
347,149.0
348,291.0
349,500.0
350,500.0
351,500.0
352,500.0
353,245.0
354,341.0
355,82.0
356,495.0
357,500.0
358,500.0
359,357.0
360,87.0
361,62.0
362,500.0
363,500.0
364,500.0
365,500.0
366,500.0
367,500.0
368,470.0
369,157.0
370,500.0
371,500.0
372,500.0
373,228.0
374,296.0
375,500.0
376,14.0
377,500.0
378,500.0
379,13.0
380,318.0
381,500.0
382,500.0
383,382.0
384,221.0
385,9.0
386,239.0
387,202.0
388,116.0
389,17.0
390,90.0
391,109.0
392,170.0
393,91.0
394,100.0
395,110.0
396,11.0
397,173.0
398,190.0
399,32.0
400,211.0
401,213.0
402,12.0
403,125.0
404,142.0
405,171.0
406,100.0
407,121.0
408,173.0
409,160.0
410,189.0
411,124.0
412,133.0
413,148.0
414,11.0
415,146.0
416,126.0
417,212.0
418,128.0
419,141.0
420,52.0
421,110.0
422,269.0
423,500.0
424,80.0
425,339.0
426,127.0
427,250.0
428,14.0
429,31.0
430,374.0
431,204.0
432,174.0
433,14.0
434,298.0
435,125.0
436,266.0
437,203.0
438,19.0
439,323.0
440,54.0
441,249.0
442,282.0
443,133.0
444,26.0
445,230.0
446,276.0
447,199.0
448,47.0
449,12.0
450,27.0
451,235.0
452,488.0
453,151.0
454,17.0
455,183.0
456,188.0
457,500.0
458,25.0
459,213.0
460,153.0
461,11.0
462,56.0
463,112.0
464,15.0
465,65.0
466,159.0
467,186.0
468,193.0
469,147.0
470,98.0
471,339.0
472,333.0
473,143.0
474,199.0
475,115.0
476,62.0
477,44.0
478,138.0
479,108.0
480,156.0
481,346.0
482,500.0
483,344.0
484,357.0
485,76.0
486,204.0
487,16.0
488,271.0
489,294.0
490,189.0
491,409.0
492,257.0
493,113.0
494,108.0
495,100.0
496,11.0
497,31.0
498,213.0
499,11.0
500,99.0
501,97.0
502,99.0
503,25.0
504,98.0
505,101.0
506,107.0
507,131.0
508,116.0
509,104.0
510,113.0
511,62.0
512,115.0
513,147.0
514,65.0
515,72.0
516,372.0
517,69.0
518,139.0
519,129.0
520,257.0
521,89.0
522,224.0
523,347.0
524,500.0
525,296.0
526,15.0
527,256.0
528,295.0
529,41.0
530,33.0
531,237.0
532,197.0
533,303.0
534,12.0
535,100.0
536,159.0
537,419.0
538,350.0
539,418.0
540,319.0
541,414.0
542,464.0
543,348.0
544,252.0
545,329.0
546,500.0
547,500.0
548,500.0
549,500.0
550,500.0
551,500.0
552,500.0
553,500.0
554,500.0
555,500.0
556,486.0
557,500.0
558,500.0
559,500.0
560,500.0
561,500.0
562,500.0
563,500.0
564,500.0
565,500.0
566,500.0
567,155.0
568,500.0
569,500.0
570,500.0
571,500.0
572,500.0
573,154.0
574,174.0
575,406.0
576,51.0
577,500.0
578,500.0
579,500.0
580,500.0
581,500.0
582,500.0
583,500.0
584,500.0
585,500.0
586,500.0
587,500.0
588,500.0
589,500.0
590,500.0
591,500.0
592,500.0
593,500.0
594,383.0
595,298.0
596,177.0
597,167.0
598,138.0
599,124.0
600,128.0
601,127.0
602,132.0
603,145.0
604,121.0
605,118.0
606,133.0
607,133.0
608,244.0
609,143.0
610,452.0
611,140.0
612,137.0
613,233.0
614,500.0
615,224.0
616,147.0
617,168.0
618,157.0
619,155.0
620,149.0
621,145.0
622,163.0
623,134.0
624,157.0
625,137.0
626,132.0
627,134.0
628,156.0
629,145.0
630,135.0
631,141.0
632,204.0
633,12.0
634,161.0
635,140.0
636,146.0
637,137.0
638,152.0
639,54.0
640,194.0
641,208.0
642,200.0
643,45.0
644,191.0
645,191.0
646,182.0
647,150.0
648,258.0
649,222.0
650,451.0
651,221.0
652,246.0
653,500.0
654,296.0
655,298.0
656,500.0
657,252.0
658,311.0
659,500.0
660,123.0
661,115.0
662,32.0
663,130.0
664,115.0
665,121.0
666,118.0
667,113.0
668,112.0
669,106.0
670,106.0
671,114.0
672,108.0
673,111.0
674,14.0
675,112.0
676,117.0
677,500.0
678,158.0
679,500.0
680,500.0
681,500.0
682,205.0
683,157.0
684,255.0
685,141.0
686,156.0
687,149.0
688,146.0
689,157.0
690,12.0
691,151.0
692,139.0
693,139.0
694,149.0
695,166.0
696,141.0
697,140.0
698,135.0
699,134.0
700,139.0
701,129.0
702,132.0
703,141.0
704,141.0
705,179.0
706,153.0
707,179.0
708,162.0
709,500.0
710,500.0
711,500.0
712,243.0
713,500.0
714,500.0
715,500.0
716,500.0
717,500.0
718,469.0
719,500.0
720,500.0
721,500.0
722,500.0
723,500.0
724,493.0
725,500.0
726,500.0
727,500.0
728,500.0
729,500.0
730,500.0
731,500.0
732,500.0
733,404.0
734,500.0
735,500.0
736,500.0
737,500.0
738,500.0
739,500.0
740,500.0
741,500.0
742,500.0
743,500.0
744,500.0
745,500.0
746,500.0
747,500.0
748,500.0
749,500.0
750,500.0
751,500.0
752,500.0
753,500.0
754,500.0
755,500.0
756,500.0
757,500.0
758,500.0
759,500.0
760,107.0
761,438.0
762,167.0
763,99.0
764,87.0
765,102.0
766,99.0
767,500.0
768,500.0
769,119.0
770,460.0
771,500.0
772,500.0
773,500.0
774,84.0
775,463.0
776,44.0
777,104.0
778,500.0
779,500.0
780,262.0
781,500.0
782,165.0
783,500.0
784,500.0
785,500.0
786,500.0
787,500.0
788,500.0
789,500.0
790,371.0
791,500.0
792,500.0
793,500.0
794,301.0
795,199.0
796,204.0
797,500.0
798,423.0
799,500.0
800,105.0
801,500.0
802,500.0
803,94.0
804,500.0
805,500.0
806,340.0
807,216.0
808,500.0
809,500.0
810,437.0
811,416.0
812,500.0
813,500.0
814,233.0
815,99.0
816,71.0
817,73.0
818,500.0
819,500.0
820,500.0
821,500.0
822,416.0
823,500.0
824,500.0
825,130.0
826,144.0
827,117.0
828,127.0
829,125.0
830,131.0
831,500.0
832,500.0
833,83.0
834,337.0
835,115.0
836,21.0
837,119.0
838,121.0
839,114.0
840,115.0
841,123.0
842,121.0
843,127.0
844,500.0
845,500.0
846,500.0
847,242.0
848,500.0
849,500.0
850,500.0
851,500.0
852,500.0
853,500.0
854,500.0
855,500.0
856,500.0
857,368.0
858,270.0
859,214.0
860,191.0
861,195.0
862,282.0
863,373.0
864,191.0
865,500.0
866,258.0
867,185.0
868,184.0
869,132.0
870,188.0
871,141.0
872,206.0
873,500.0
874,500.0
875,486.0
876,231.0
877,177.0
878,500.0
879,500.0
880,500.0
881,128.0
882,162.0
883,500.0
884,140.0
885,226.0
886,425.0
887,500.0
888,177.0
889,147.0
890,189.0
891,11.0
892,127.0
893,120.0
894,55.0
895,475.0
896,500.0
897,336.0
898,500.0
899,500.0
900,500.0
901,500.0
902,404.0
903,500.0
904,231.0
905,500.0
906,500.0
907,500.0
908,500.0
909,500.0
910,500.0
911,227.0
912,500.0
913,114.0
914,109.0
915,113.0
916,133.0
917,162.0
918,121.0
919,133.0
920,128.0
921,144.0
922,282.0
923,132.0
924,120.0
925,158.0
926,500.0
927,500.0
928,500.0
929,500.0
930,134.0
931,500.0
932,500.0
933,500.0
934,500.0
935,500.0
936,500.0
937,500.0
938,500.0
939,500.0
940,500.0
941,500.0
942,500.0
943,500.0
944,500.0
945,500.0
946,500.0
947,500.0
948,500.0
949,500.0
950,500.0
951,500.0
952,373.0
953,500.0
954,500.0
955,62.0
956,500.0
957,500.0
958,500.0
959,500.0
960,171.0
961,295.0
962,142.0
963,136.0
964,162.0
965,230.0
966,29.0
967,381.0
968,138.0
969,168.0
970,163.0
971,240.0
972,500.0
973,148.0
974,373.0
975,97.0
976,231.0
977,201.0
978,471.0
979,139.0
980,500.0
981,281.0
982,248.0
983,500.0
984,500.0
985,500.0
986,286.0
987,264.0
988,201.0
989,413.0
990,500.0
991,500.0
992,500.0
993,500.0
994,169.0
995,219.0
996,270.0
997,453.0
998,235.0
999,500.0
1000,500.0
