episode,training_return
210,120.0
211,147.0
212,446.0
213,142.0
214,31.0
215,34.0
216,113.0
217,102.0
218,110.0
219,109.0
220,25.0
221,23.0
222,13.0
223,89.0
224,104.0
225,103.0
226,114.0
227,17.0
228,47.0
229,35.0
230,119.0
231,129.0
232,19.0
233,36.0
234,85.0
235,135.0
236,134.0
237,38.0
238,103.0
239,75.0
240,28.0
241,44.0
242,23.0
243,18.0
244,90.0
245,217.0
246,78.0
247,395.0
248,17.0
249,284.0
250,16.0
251,465.0
252,10.0
253,220.0
254,384.0
255,13.0
256,144.0
257,152.0
258,51.0
259,15.0
260,25.0
261,271.0
262,500.0
263,14.0
264,79.0
265,108.0
266,172.0
267,15.0
268,125.0
269,60.0
270,14.0
271,47.0
272,206.0
273,209.0
274,61.0
275,69.0
276,157.0
277,500.0
278,285.0
279,12.0
280,16.0
281,53.0
282,23.0
283,500.0
284,246.0
285,17.0
286,14.0
287,70.0
288,50.0
289,272.0
290,500.0
291,59.0
292,308.0
293,11.0
294,43.0
295,323.0
296,56.0
297,85.0
298,42.0
299,334.0
300,18.0
301,50.0
302,70.0
303,54.0
304,12.0
305,15.0
306,354.0
307,61.0
308,11.0
309,59.0
310,89.0
311,460.0
312,345.0
313,232.0
314,500.0
315,60.0
316,291.0
317,303.0
318,63.0
319,39.0
320,149.0
321,438.0
322,17.0
323,30.0
324,341.0
325,370.0
326,55.0
327,85.0
328,15.0
329,500.0
330,371.0
331,293.0
332,307.0
333,219.0
334,500.0
335,171.0
336,103.0
337,493.0
338,500.0
339,352.0
340,67.0
341,30.0
342,391.0
343,208.0
344,89.0
345,156.0
346,155.0
347,417.0
348,405.0
349,29.0
350,102.0
351,107.0
352,12.0
353,100.0
354,108.0
355,125.0
356,41.0
357,133.0
358,58.0
359,102.0
360,240.0
361,114.0
362,40.0
363,500.0
364,93.0
365,500.0
366,170.0
367,500.0
368,14.0
369,107.0
370,500.0
371,144.0
372,19.0
373,500.0
374,500.0
375,500.0
376,402.0
377,52.0
378,331.0
379,359.0
380,311.0
381,347.0
382,500.0
383,408.0
384,238.0
385,500.0
386,500.0
387,308.0
388,500.0
389,500.0
390,390.0
391,446.0
392,500.0
393,304.0
394,107.0
395,426.0
396,265.0
397,31.0
398,195.0
399,500.0
400,340.0
401,92.0
402,24.0
403,500.0
404,500.0
405,500.0
406,500.0
407,500.0
408,51.0
409,500.0
410,11.0
411,283.0
412,179.0
413,106.0
414,316.0
415,247.0
416,500.0
417,500.0
418,112.0
419,97.0
420,500.0
421,95.0
422,101.0
423,100.0
424,122.0
425,66.0
426,500.0
427,500.0
428,500.0
429,500.0
430,102.0
431,500.0
432,118.0
433,500.0
434,500.0
435,120.0
436,23.0
437,500.0
438,51.0
439,25.0
440,101.0
441,500.0
442,49.0
443,114.0
444,500.0
445,500.0
446,500.0
447,500.0
448,500.0
449,500.0
450,500.0
451,500.0
452,500.0
453,500.0
454,500.0
455,500.0
456,500.0
457,500.0
458,71.0
459,500.0
460,26.0
461,28.0
462,13.0
463,500.0
464,27.0
465,500.0
466,500.0
467,500.0
468,500.0
469,42.0
470,500.0
471,88.0
472,500.0
473,500.0
474,68.0
475,500.0
476,236.0
477,500.0
478,500.0
479,452.0
480,500.0
481,181.0
482,500.0
483,500.0
484,500.0
485,500.0
486,500.0
487,500.0
488,500.0
489,500.0
490,21.0
491,500.0
492,500.0
493,500.0
494,44.0
495,500.0
496,500.0
497,16.0
498,500.0
499,500.0
500,500.0
501,500.0
502,500.0
503,500.0
504,500.0
505,162.0
506,500.0
507,500.0
508,500.0
509,500.0
510,500.0
511,500.0
512,500.0
513,500.0
514,14.0
515,500.0
516,56.0
517,500.0
518,500.0
519,500.0
520,500.0
521,29.0
522,500.0
523,500.0
524,485.0
525,500.0
526,14.0
527,500.0
528,500.0
529,500.0
530,500.0
531,500.0
532,47.0
533,500.0
534,500.0
535,500.0
536,500.0
537,500.0
538,500.0
539,137.0
540,500.0
541,500.0
542,500.0
543,500.0
544,500.0
545,500.0
546,500.0
547,303.0
548,500.0
549,500.0
550,237.0
551,500.0
552,203.0
553,500.0
554,500.0
555,500.0
556,500.0
557,500.0
558,500.0
559,500.0
560,500.0
561,500.0
562,500.0
563,500.0
564,500.0
565,500.0
566,500.0
567,500.0
568,500.0
569,500.0
570,451.0
571,219.0
572,358.0
573,355.0
574,500.0
575,177.0
576,500.0
577,500.0
578,221.0
579,500.0
580,500.0
581,500.0
582,500.0
583,500.0
584,500.0
585,500.0
586,479.0
587,101.0
588,105.0
589,500.0
590,500.0
591,500.0
592,500.0
593,301.0
594,251.0
595,192.0
596,376.0
597,500.0
598,203.0
599,500.0
600,500.0
601,151.0
602,172.0
603,124.0
604,151.0
605,500.0
606,500.0
607,394.0
608,500.0
609,289.0
610,126.0
611,152.0
612,119.0
613,151.0
614,142.0
615,150.0
616,147.0
617,486.0
618,500.0
619,500.0
620,372.0
621,157.0
622,136.0
623,155.0
624,133.0
625,113.0
626,128.0
627,144.0
628,144.0
629,121.0
630,128.0
631,113.0
632,140.0
633,118.0
634,45.0
635,114.0
636,108.0
637,101.0
638,108.0
639,112.0
640,107.0
641,121.0
642,112.0
643,105.0
644,500.0
645,140.0
646,500.0
647,500.0
648,265.0
649,330.0
650,387.0
651,307.0
652,500.0
653,478.0
654,115.0
655,115.0
656,119.0
657,149.0
658,125.0
659,17.0
660,143.0
661,394.0
662,242.0
663,243.0
664,500.0
665,292.0
666,186.0
667,420.0
668,500.0
669,500.0
670,84.0
671,500.0
672,398.0
673,193.0
674,500.0
675,336.0
676,500.0
677,471.0
678,268.0
679,132.0
680,174.0
681,171.0
682,117.0
683,129.0
684,98.0
685,107.0
686,105.0
687,117.0
688,107.0
689,118.0
690,164.0
691,100.0
692,104.0
693,117.0
694,105.0
695,114.0
696,118.0
697,107.0
698,154.0
699,121.0
700,95.0
701,128.0
702,113.0
703,107.0
704,132.0
705,151.0
706,145.0
707,169.0
708,500.0
709,500.0
710,500.0
711,500.0
712,113.0
713,156.0
714,143.0
715,116.0
716,102.0
717,123.0
718,127.0
719,393.0
720,500.0
721,436.0
722,101.0
723,101.0
724,471.0
725,500.0
726,500.0
727,500.0
728,500.0
729,500.0
730,168.0
731,500.0
732,500.0
733,500.0
734,500.0
735,500.0
736,500.0
737,500.0
738,500.0
739,98.0
740,213.0
741,152.0
742,403.0
743,500.0
744,500.0
745,500.0
746,500.0
747,500.0
748,500.0
749,500.0
750,217.0
751,500.0
752,500.0
753,500.0
754,500.0
755,500.0
756,500.0
757,500.0
758,500.0
759,500.0
760,500.0
761,500.0
762,500.0
763,25.0
764,255.0
765,500.0
766,500.0
767,21.0
768,500.0
769,500.0
770,500.0
771,262.0
772,500.0
773,500.0
774,296.0
775,500.0
776,208.0
777,500.0
778,500.0
779,500.0
780,500.0
781,500.0
782,500.0
783,500.0
784,17.0
785,500.0
786,373.0
787,500.0
788,500.0
789,500.0
790,324.0
791,500.0
792,500.0
793,500.0
794,500.0
795,500.0
796,500.0
797,500.0
798,500.0
799,312.0
800,500.0
801,500.0
802,288.0
803,222.0
804,254.0
805,233.0
806,231.0
807,75.0
808,111.0
809,71.0
810,66.0
811,33.0
812,56.0
813,68.0
814,67.0
815,79.0
816,94.0
817,80.0
818,63.0
819,77.0
820,117.0
821,70.0
822,90.0
823,106.0
824,81.0
825,79.0
826,24.0
827,13.0
828,91.0
829,34.0
830,67.0
831,80.0
832,163.0
833,70.0
834,73.0
835,35.0
836,97.0
837,107.0
838,72.0
839,83.0
840,83.0
841,123.0
842,80.0
843,86.0
844,83.0
845,116.0
846,94.0
847,85.0
848,91.0
849,91.0
850,110.0
851,95.0
852,102.0
853,113.0
854,105.0
855,102.0
856,109.0
857,100.0
858,105.0
859,108.0
860,102.0
861,110.0
862,99.0
863,110.0
864,105.0
865,112.0
866,121.0
867,111.0
868,108.0
869,140.0
870,105.0
871,111.0
872,125.0
873,125.0
874,121.0
875,112.0
876,128.0
877,110.0
878,111.0
879,145.0
880,500.0
881,500.0
882,110.0
883,109.0
884,500.0
885,34.0
886,346.0
887,340.0
888,221.0
889,500.0
890,500.0
891,282.0
892,338.0
893,215.0
894,248.0
895,33.0
896,110.0
897,231.0
898,184.0
899,500.0
900,12.0
901,178.0
902,21.0
903,500.0
904,286.0
905,16.0
906,22.0
907,23.0
908,91.0
909,33.0
910,94.0
911,90.0
912,90.0
913,96.0
914,92.0
915,98.0
916,98.0
917,100.0
918,92.0
919,93.0
920,96.0
921,93.0
922,89.0
923,103.0
924,21.0
925,90.0
926,96.0
927,88.0
928,91.0
929,89.0
930,94.0
931,96.0
932,20.0
933,99.0
934,93.0
935,94.0
936,87.0
937,95.0
938,92.0
939,94.0
940,95.0
941,97.0
942,97.0
943,95.0
944,94.0
945,99.0
946,91.0
947,91.0
948,95.0
949,91.0
950,90.0
951,90.0
952,104.0
953,41.0
954,51.0
955,292.0
956,91.0
957,91.0
958,93.0
959,91.0
960,94.0
961,95.0
962,89.0
963,92.0
964,97.0
965,90.0
966,96.0
967,94.0
968,98.0
969,97.0
970,96.0
971,95.0
972,99.0
973,101.0
974,97.0
975,100.0
976,96.0
977,98.0
978,97.0
979,100.0
980,95.0
981,99.0
982,41.0
983,99.0
984,94.0
985,93.0
986,93.0
987,93.0
988,98.0
989,101.0
990,96.0
991,93.0
992,96.0
993,101.0
994,92.0
995,92.0
996,96.0
997,91.0
998,95.0
999,91.0
1000,92.0
