episode,training_return
210,12.0
211,94.0
212,83.0
213,108.0
214,12.0
215,112.0
216,19.0
217,17.0
218,19.0
219,15.0
220,104.0
221,120.0
222,116.0
223,102.0
224,30.0
225,112.0
226,14.0
227,23.0
228,113.0
229,74.0
230,111.0
231,25.0
232,115.0
233,16.0
234,111.0
235,84.0
236,93.0
237,41.0
238,13.0
239,19.0
240,99.0
241,102.0
242,19.0
243,37.0
244,15.0
245,116.0
246,93.0
247,14.0
248,104.0
249,9.0
250,107.0
251,101.0
252,99.0
253,143.0
254,49.0
255,14.0
256,65.0
257,57.0
258,98.0
259,102.0
260,102.0
261,103.0
262,101.0
263,13.0
264,44.0
265,49.0
266,49.0
267,45.0
268,16.0
269,105.0
270,44.0
271,31.0
272,49.0
273,121.0
274,105.0
275,140.0
276,42.0
277,15.0
278,106.0
279,34.0
280,96.0
281,114.0
282,87.0
283,116.0
284,10.0
285,39.0
286,100.0
287,32.0
288,182.0
289,134.0
290,11.0
291,107.0
292,13.0
293,125.0
294,110.0
295,119.0
296,113.0
297,108.0
298,121.0
299,49.0
300,120.0
301,16.0
302,121.0
303,159.0
304,102.0
305,102.0
306,122.0
307,34.0
308,26.0
309,23.0
310,119.0
311,104.0
312,25.0
313,109.0
314,19.0
315,92.0
316,22.0
317,12.0
318,36.0
319,125.0
320,13.0
321,82.0
322,51.0
323,80.0
324,17.0
325,37.0
326,105.0
327,14.0
328,372.0
329,133.0
330,61.0
331,143.0
332,80.0
333,226.0
334,160.0
335,18.0
336,117.0
337,32.0
338,35.0
339,161.0
340,138.0
341,106.0
342,116.0
343,100.0
344,230.0
345,197.0
346,327.0
347,130.0
348,118.0
349,18.0
350,111.0
351,17.0
352,18.0
353,26.0
354,99.0
355,21.0
356,14.0
357,95.0
358,119.0
359,165.0
360,167.0
361,296.0
362,178.0
363,365.0
364,272.0
365,149.0
366,500.0
367,264.0
368,17.0
369,368.0
370,411.0
371,313.0
372,305.0
373,255.0
374,354.0
375,12.0
376,16.0
377,259.0
378,20.0
379,41.0
380,219.0
381,218.0
382,247.0
383,54.0
384,159.0
385,205.0
386,176.0
387,16.0
388,313.0
389,314.0
390,500.0
391,474.0
392,296.0
393,61.0
394,261.0
395,55.0
396,254.0
397,67.0
398,29.0
399,235.0
400,202.0
401,278.0
402,356.0
403,307.0
404,199.0
405,164.0
406,367.0
407,423.0
408,232.0
409,291.0
410,288.0
411,500.0
412,331.0
413,492.0
414,9.0
415,500.0
416,500.0
417,500.0
418,490.0
419,148.0
420,81.0
421,500.0
422,18.0
423,11.0
424,25.0
425,96.0
426,20.0
427,13.0
428,19.0
429,12.0
430,13.0
431,180.0
432,18.0
433,191.0
434,21.0
435,24.0
436,237.0
437,19.0
438,238.0
439,44.0
440,474.0
441,500.0
442,500.0
443,500.0
444,500.0
445,440.0
446,500.0
447,500.0
448,500.0
449,500.0
450,500.0
451,500.0
452,500.0
453,500.0
454,500.0
455,500.0
456,500.0
457,500.0
458,446.0
459,381.0
460,500.0
461,500.0
462,500.0
463,500.0
464,500.0
465,500.0
466,500.0
467,500.0
468,500.0
469,378.0
470,500.0
471,270.0
472,131.0
473,145.0
474,104.0
475,24.0
476,112.0
477,243.0
478,318.0
479,51.0
480,500.0
481,161.0
482,329.0
483,500.0
484,400.0
485,500.0
486,48.0
487,500.0
488,500.0
489,500.0
490,38.0
491,500.0
492,500.0
493,500.0
494,500.0
495,22.0
496,417.0
497,500.0
498,493.0
499,500.0
500,500.0
501,500.0
502,358.0
503,336.0
504,134.0
505,291.0
506,289.0
507,316.0
508,288.0
509,134.0
510,367.0
511,248.0
512,500.0
513,500.0
514,471.0
515,404.0
516,341.0
517,115.0
518,20.0
519,392.0
520,85.0
521,500.0
522,500.0
523,500.0
524,279.0
525,51.0
526,256.0
527,494.0
528,500.0
529,500.0
530,283.0
531,500.0
532,500.0
533,60.0
534,500.0
535,500.0
536,69.0
537,500.0
538,500.0
539,500.0
540,426.0
541,500.0
542,271.0
543,500.0
544,500.0
545,308.0
546,314.0
547,500.0
548,106.0
549,137.0
550,500.0
551,18.0
552,453.0
553,500.0
554,500.0
555,500.0
556,404.0
557,500.0
558,500.0
559,500.0
560,296.0
561,288.0
562,500.0
563,408.0
564,132.0
565,184.0
566,149.0
567,109.0
568,117.0
569,130.0
570,115.0
571,104.0
572,114.0
573,119.0
574,127.0
575,113.0
576,114.0
577,119.0
578,125.0
579,108.0
580,109.0
581,105.0
582,113.0
583,113.0
584,107.0
585,116.0
586,15.0
587,109.0
588,116.0
589,127.0
590,136.0
591,113.0
592,113.0
593,109.0
594,129.0
595,128.0
596,117.0
597,159.0
598,92.0
599,123.0
600,118.0
601,125.0
602,52.0
603,141.0
604,148.0
605,109.0
606,117.0
607,123.0
608,112.0
609,123.0
610,120.0
611,124.0
612,116.0
613,15.0
614,355.0
615,371.0
616,115.0
617,118.0
618,102.0
619,91.0
620,97.0
621,12.0
622,104.0
623,96.0
624,15.0
625,91.0
626,91.0
627,90.0
628,94.0
629,90.0
630,40.0
631,104.0
632,105.0
633,98.0
634,21.0
635,103.0
636,108.0
637,104.0
638,107.0
639,107.0
640,110.0
641,132.0
642,159.0
643,139.0
644,60.0
645,500.0
646,162.0
647,500.0
648,500.0
649,500.0
650,122.0
651,127.0
652,116.0
653,131.0
654,166.0
655,153.0
656,138.0
657,139.0
658,164.0
659,138.0
660,119.0
661,117.0
662,124.0
663,122.0
664,117.0
665,115.0
666,106.0
667,112.0
668,109.0
669,113.0
670,141.0
671,131.0
672,119.0
673,127.0
674,122.0
675,118.0
676,154.0
677,137.0
678,122.0
679,137.0
680,112.0
681,121.0
682,134.0
683,159.0
684,292.0
685,245.0
686,152.0
687,130.0
688,156.0
689,143.0
690,122.0
691,235.0
692,126.0
693,94.0
694,117.0
695,113.0
696,44.0
697,101.0
698,139.0
699,116.0
700,121.0
701,119.0
702,119.0
703,125.0
704,122.0
705,54.0
706,275.0
707,340.0
708,358.0
709,500.0
710,500.0
711,500.0
712,500.0
713,500.0
714,500.0
715,500.0
716,500.0
717,78.0
718,500.0
719,500.0
720,500.0
721,500.0
722,500.0
723,500.0
724,500.0
725,500.0
726,500.0
727,500.0
728,500.0
729,500.0
730,500.0
731,208.0
732,176.0
733,500.0
734,175.0
735,157.0
736,153.0
737,189.0
738,202.0
739,424.0
740,419.0
741,500.0
742,433.0
743,376.0
744,500.0
745,500.0
746,500.0
747,500.0
748,500.0
749,500.0
750,500.0
751,500.0
752,500.0
753,500.0
754,500.0
755,500.0
756,500.0
757,500.0
758,500.0
759,500.0
760,500.0
761,500.0
762,500.0
763,500.0
764,500.0
765,500.0
766,304.0
767,500.0
768,500.0
769,386.0
770,49.0
771,42.0
772,148.0
773,74.0
774,500.0
775,500.0
776,500.0
777,500.0
778,500.0
779,500.0
780,500.0
781,500.0
782,500.0
783,500.0
784,500.0
785,500.0
786,500.0
787,500.0
788,500.0
789,500.0
790,500.0
791,500.0
792,500.0
793,13.0
794,500.0
795,19.0
796,18.0
797,27.0
798,13.0
799,23.0
800,21.0
801,16.0
802,15.0
803,15.0
804,17.0
805,14.0
806,16.0
807,13.0
808,17.0
809,15.0
810,23.0
811,20.0
812,15.0
813,14.0
814,18.0
815,25.0
816,16.0
817,15.0
818,32.0
819,14.0
820,20.0
821,500.0
822,500.0
823,500.0
824,500.0
825,260.0
826,19.0
827,500.0
828,320.0
829,314.0
830,500.0
831,500.0
832,500.0
833,500.0
834,500.0
835,15.0
836,500.0
837,500.0
838,500.0
839,500.0
840,500.0
841,500.0
842,500.0
843,83.0
844,73.0
845,500.0
846,500.0
847,500.0
848,500.0
849,500.0
850,500.0
851,77.0
852,77.0
853,56.0
854,500.0
855,91.0
856,56.0
857,500.0
858,500.0
859,500.0
860,500.0
861,500.0
862,500.0
863,500.0
864,427.0
865,500.0
866,500.0
867,500.0
868,500.0
869,500.0
870,500.0
871,500.0
872,500.0
873,500.0
874,500.0
875,500.0
876,500.0
877,500.0
878,500.0
879,334.0
880,179.0
881,354.0
882,500.0
883,170.0
884,193.0
885,500.0
886,500.0
887,34.0
888,15.0
889,500.0
890,500.0
891,500.0
892,500.0
893,500.0
894,500.0
895,439.0
896,500.0
897,500.0
898,500.0
899,500.0
900,202.0
901,184.0
902,186.0
903,223.0
904,211.0
905,360.0
906,203.0
907,183.0
908,194.0
909,206.0
910,181.0
911,166.0
912,211.0
913,191.0
914,183.0
915,170.0
916,172.0
917,191.0
918,165.0
919,154.0
920,166.0
921,152.0
922,158.0
923,154.0
924,169.0
925,152.0
926,155.0
927,155.0
928,146.0
929,147.0
930,139.0
931,156.0
932,153.0
933,154.0
934,145.0
935,170.0
936,156.0
937,165.0
938,179.0
939,177.0
940,185.0
941,194.0
942,184.0
943,154.0
944,166.0
945,182.0
946,178.0
947,164.0
948,173.0
949,159.0
950,159.0
951,500.0
952,361.0
953,418.0
954,387.0
955,395.0
956,346.0
957,268.0
958,190.0
959,182.0
960,500.0
961,494.0
962,330.0
963,234.0
964,176.0
965,19.0
966,46.0
967,48.0
968,30.0
969,174.0
970,154.0
971,133.0
972,135.0
973,133.0
974,131.0
975,127.0
976,236.0
977,211.0
978,220.0
979,298.0
980,262.0
981,188.0
982,167.0
983,183.0
984,168.0
985,163.0
986,199.0
987,183.0
988,500.0
989,500.0
990,331.0
991,169.0
992,135.0
993,169.0
994,172.0
995,175.0
996,184.0
997,187.0
998,151.0
999,160.0
1000,142.0
