episode,training_return
210,24.0
211,17.0
212,102.0
213,83.0
214,109.0
215,70.0
216,16.0
217,119.0
218,75.0
219,69.0
220,11.0
221,28.0
222,46.0
223,24.0
224,11.0
225,35.0
226,13.0
227,38.0
228,47.0
229,16.0
230,28.0
231,49.0
232,76.0
233,126.0
234,18.0
235,48.0
236,16.0
237,10.0
238,110.0
239,63.0
240,59.0
241,17.0
242,18.0
243,54.0
244,28.0
245,35.0
246,33.0
247,45.0
248,18.0
249,50.0
250,48.0
251,39.0
252,52.0
253,32.0
254,44.0
255,72.0
256,14.0
257,126.0
258,37.0
259,65.0
260,32.0
261,30.0
262,13.0
263,82.0
264,95.0
265,24.0
266,72.0
267,159.0
268,27.0
269,19.0
270,106.0
271,21.0
272,54.0
273,99.0
274,61.0
275,79.0
276,122.0
277,102.0
278,61.0
279,24.0
280,122.0
281,36.0
282,30.0
283,24.0
284,63.0
285,15.0
286,124.0
287,49.0
288,61.0
289,145.0
290,25.0
291,52.0
292,21.0
293,12.0
294,58.0
295,11.0
296,63.0
297,14.0
298,18.0
299,13.0
300,59.0
301,56.0
302,14.0
303,130.0
304,48.0
305,69.0
306,36.0
307,31.0
308,87.0
309,14.0
310,92.0
311,16.0
312,78.0
313,89.0
314,87.0
315,20.0
316,12.0
317,56.0
318,82.0
319,54.0
320,37.0
321,175.0
322,148.0
323,223.0
324,54.0
325,39.0
326,34.0
327,43.0
328,72.0
329,90.0
330,31.0
331,93.0
332,121.0
333,19.0
334,84.0
335,82.0
336,78.0
337,63.0
338,39.0
339,54.0
340,106.0
341,18.0
342,24.0
343,61.0
344,52.0
345,95.0
346,11.0
347,148.0
348,50.0
349,51.0
350,93.0
351,89.0
352,34.0
353,102.0
354,118.0
355,226.0
356,88.0
357,26.0
358,226.0
359,25.0
360,132.0
361,126.0
362,118.0
363,80.0
364,12.0
365,78.0
366,101.0
367,177.0
368,68.0
369,59.0
370,54.0
371,70.0
372,132.0
373,13.0
374,93.0
375,51.0
376,39.0
377,38.0
378,82.0
379,18.0
380,66.0
381,69.0
382,21.0
383,74.0
384,93.0
385,85.0
386,102.0
387,70.0
388,122.0
389,91.0
390,14.0
391,29.0
392,86.0
393,61.0
394,17.0
395,168.0
396,103.0
397,47.0
398,76.0
399,93.0
400,68.0
401,48.0
402,131.0
403,51.0
404,25.0
405,96.0
406,226.0
407,178.0
408,20.0
409,22.0
410,56.0
411,55.0
412,17.0
413,48.0
414,186.0
415,52.0
416,87.0
417,82.0
418,38.0
419,34.0
420,52.0
421,44.0
422,45.0
423,377.0
424,165.0
425,131.0
426,93.0
427,131.0
428,28.0
429,10.0
430,116.0
431,222.0
432,83.0
433,138.0
434,110.0
435,22.0
436,150.0
437,69.0
438,78.0
439,94.0
440,10.0
441,42.0
442,105.0
443,169.0
444,147.0
445,55.0
446,27.0
447,132.0
448,46.0
449,212.0
450,22.0
451,12.0
452,162.0
453,63.0
454,46.0
455,80.0
456,13.0
457,96.0
458,283.0
459,77.0
460,171.0
461,17.0
462,165.0
463,206.0
464,230.0
465,45.0
466,46.0
467,14.0
468,66.0
469,30.0
470,26.0
471,115.0
472,38.0
473,15.0
474,31.0
475,18.0
476,64.0
477,202.0
478,163.0
479,124.0
480,177.0
481,57.0
482,53.0
483,53.0
484,141.0
485,68.0
486,10.0
487,119.0
488,100.0
489,27.0
490,198.0
491,10.0
492,142.0
493,88.0
494,22.0
495,19.0
496,53.0
497,109.0
498,33.0
499,109.0
500,15.0
501,50.0
502,14.0
503,57.0
504,10.0
505,26.0
506,48.0
507,27.0
508,46.0
509,161.0
510,62.0
511,33.0
512,25.0
513,115.0
514,59.0
515,293.0
516,261.0
517,32.0
518,146.0
519,110.0
520,163.0
521,130.0
522,46.0
523,36.0
524,105.0
525,121.0
526,161.0
527,14.0
528,14.0
529,26.0
530,12.0
531,20.0
532,191.0
533,42.0
534,114.0
535,59.0
536,66.0
537,34.0
538,72.0
539,69.0
540,33.0
541,141.0
542,14.0
543,45.0
544,52.0
545,48.0
546,38.0
547,44.0
548,110.0
549,45.0
550,150.0
551,80.0
552,148.0
553,140.0
554,81.0
555,115.0
556,93.0
557,70.0
558,76.0
559,37.0
560,155.0
561,93.0
562,113.0
563,24.0
564,73.0
565,29.0
566,211.0
567,30.0
568,111.0
569,50.0
570,110.0
571,115.0
572,109.0
573,143.0
574,107.0
575,116.0
576,464.0
577,37.0
578,83.0
579,102.0
580,500.0
581,77.0
582,189.0
583,78.0
584,119.0
585,104.0
586,123.0
587,207.0
588,203.0
589,118.0
590,113.0
591,111.0
592,142.0
593,99.0
594,44.0
595,185.0
596,104.0
597,65.0
598,135.0
599,43.0
600,110.0
601,194.0
602,121.0
603,131.0
604,93.0
605,160.0
606,136.0
607,64.0
608,349.0
609,49.0
610,20.0
611,175.0
612,74.0
613,267.0
614,158.0
615,299.0
616,207.0
617,193.0
618,96.0
619,118.0
620,117.0
621,206.0
622,282.0
623,123.0
624,86.0
625,116.0
626,162.0
627,46.0
628,277.0
629,117.0
630,20.0
631,178.0
632,128.0
633,105.0
634,91.0
635,151.0
636,111.0
637,121.0
638,31.0
639,114.0
640,139.0
641,21.0
642,137.0
643,50.0
644,295.0
645,94.0
646,251.0
647,212.0
648,72.0
649,48.0
650,76.0
651,74.0
652,122.0
653,205.0
654,135.0
655,500.0
656,162.0
657,148.0
658,144.0
659,60.0
660,102.0
661,290.0
662,13.0
663,203.0
664,187.0
665,482.0
666,33.0
667,35.0
668,176.0
669,151.0
670,147.0
671,19.0
672,48.0
673,101.0
674,139.0
675,113.0
676,188.0
677,95.0
678,105.0
679,109.0
680,60.0
681,95.0
682,64.0
683,105.0
684,51.0
685,32.0
686,261.0
687,214.0
688,52.0
689,64.0
690,38.0
691,92.0
692,109.0
693,58.0
694,31.0
695,25.0
696,51.0
697,135.0
698,33.0
699,115.0
700,83.0
701,106.0
702,104.0
703,97.0
704,112.0
705,183.0
706,144.0
707,101.0
708,63.0
709,90.0
710,40.0
711,96.0
712,208.0
713,255.0
714,74.0
715,101.0
716,217.0
717,114.0
718,118.0
719,17.0
720,161.0
721,123.0
722,95.0
723,212.0
724,53.0
725,61.0
726,164.0
727,50.0
728,57.0
729,268.0
730,121.0
731,67.0
732,105.0
733,225.0
734,110.0
735,111.0
736,238.0
737,235.0
738,238.0
739,126.0
740,9.0
741,198.0
742,26.0
743,92.0
744,54.0
745,93.0
746,83.0
747,60.0
748,132.0
749,215.0
750,63.0
751,127.0
752,26.0
753,224.0
754,38.0
755,500.0
756,39.0
757,352.0
758,436.0
759,118.0
760,227.0
761,147.0
762,474.0
763,238.0
764,108.0
765,207.0
766,105.0
767,277.0
768,205.0
769,240.0
770,264.0
771,500.0
772,78.0
773,211.0
774,285.0
775,180.0
776,445.0
777,54.0
778,205.0
779,58.0
780,223.0
781,114.0
782,192.0
783,277.0
784,141.0
785,103.0
786,470.0
787,148.0
788,130.0
789,228.0
790,21.0
791,127.0
792,208.0
793,500.0
794,13.0
795,220.0
796,34.0
797,213.0
798,111.0
799,109.0
800,102.0
801,82.0
802,170.0
803,127.0
804,79.0
805,185.0
806,112.0
807,212.0
808,98.0
809,172.0
810,163.0
811,128.0
812,174.0
813,275.0
814,400.0
815,214.0
816,131.0
817,27.0
818,106.0
819,213.0
820,123.0
821,132.0
822,500.0
823,136.0
824,125.0
825,70.0
826,84.0
827,107.0
828,146.0
829,60.0
830,43.0
831,170.0
832,170.0
833,202.0
834,11.0
835,76.0
836,44.0
837,63.0
838,59.0
839,196.0
840,87.0
841,157.0
842,79.0
843,160.0
844,62.0
845,175.0
846,32.0
847,33.0
848,69.0
849,191.0
850,94.0
851,121.0
852,151.0
853,168.0
854,121.0
855,132.0
856,131.0
857,159.0
858,207.0
859,500.0
860,286.0
861,16.0
862,130.0
863,32.0
864,347.0
865,197.0
866,400.0
867,311.0
868,256.0
869,40.0
870,166.0
871,155.0
872,128.0
873,232.0
874,192.0
875,133.0
876,72.0
877,164.0
878,208.0
879,171.0
880,132.0
881,361.0
882,190.0
883,259.0
884,103.0
885,115.0
886,291.0
887,218.0
888,144.0
889,145.0
890,500.0
891,119.0
892,313.0
893,288.0
894,95.0
895,392.0
896,101.0
897,147.0
898,108.0
899,146.0
900,279.0
901,67.0
902,149.0
903,500.0
904,119.0
905,296.0
906,138.0
907,134.0
908,231.0
909,99.0
910,210.0
911,244.0
912,87.0
913,111.0
914,31.0
915,118.0
916,90.0
917,144.0
918,24.0
919,138.0
920,70.0
921,89.0
922,397.0
923,221.0
924,120.0
925,135.0
926,101.0
927,79.0
928,288.0
929,380.0
930,131.0
931,312.0
932,141.0
933,31.0
934,102.0
935,61.0
936,209.0
937,185.0
938,366.0
939,225.0
940,139.0
941,250.0
942,173.0
943,157.0
944,256.0
945,109.0
946,310.0
947,149.0
948,174.0
949,112.0
950,128.0
951,14.0
952,30.0
953,106.0
954,113.0
955,68.0
956,77.0
957,110.0
958,143.0
959,500.0
960,122.0
961,194.0
962,195.0
963,103.0
964,143.0
965,400.0
966,233.0
967,150.0
968,205.0
969,166.0
970,119.0
971,42.0
972,249.0
973,32.0
974,153.0
975,226.0
976,48.0
977,142.0
978,198.0
979,92.0
980,107.0
981,114.0
982,93.0
983,348.0
984,123.0
985,136.0
986,312.0
987,58.0
988,94.0
989,170.0
990,188.0
991,123.0
992,146.0
993,438.0
994,285.0
995,113.0
996,210.0
997,108.0
998,201.0
999,147.0
1000,185.0
