episode,training_return
210,172.0
211,19.0
212,246.0
213,290.0
214,56.0
215,116.0
216,139.0
217,233.0
218,76.0
219,16.0
220,86.0
221,81.0
222,144.0
223,76.0
224,67.0
225,15.0
226,41.0
227,96.0
228,220.0
229,275.0
230,57.0
231,395.0
232,15.0
233,151.0
234,110.0
235,67.0
236,50.0
237,136.0
238,235.0
239,15.0
240,221.0
241,18.0
242,25.0
243,92.0
244,241.0
245,145.0
246,36.0
247,15.0
248,135.0
249,121.0
250,243.0
251,122.0
252,159.0
253,18.0
254,96.0
255,95.0
256,97.0
257,156.0
258,128.0
259,95.0
260,141.0
261,133.0
262,121.0
263,113.0
264,18.0
265,32.0
266,168.0
267,10.0
268,54.0
269,20.0
270,25.0
271,89.0
272,56.0
273,49.0
274,102.0
275,17.0
276,120.0
277,122.0
278,226.0
279,97.0
280,110.0
281,10.0
282,84.0
283,38.0
284,12.0
285,51.0
286,111.0
287,112.0
288,111.0
289,102.0
290,14.0
291,20.0
292,37.0
293,10.0
294,40.0
295,175.0
296,67.0
297,165.0
298,132.0
299,350.0
300,24.0
301,184.0
302,159.0
303,170.0
304,14.0
305,74.0
306,61.0
307,41.0
308,162.0
309,152.0
310,44.0
311,89.0
312,165.0
313,131.0
314,119.0
315,14.0
316,122.0
317,95.0
318,116.0
319,153.0
320,199.0
321,192.0
322,53.0
323,134.0
324,174.0
325,128.0
326,149.0
327,122.0
328,138.0
329,13.0
330,298.0
331,143.0
332,88.0
333,433.0
334,181.0
335,153.0
336,145.0
337,135.0
338,314.0
339,12.0
340,18.0
341,88.0
342,130.0
343,17.0
344,28.0
345,130.0
346,14.0
347,118.0
348,35.0
349,15.0
350,98.0
351,96.0
352,83.0
353,117.0
354,140.0
355,31.0
356,126.0
357,126.0
358,141.0
359,46.0
360,66.0
361,152.0
362,37.0
363,150.0
364,146.0
365,135.0
366,32.0
367,139.0
368,158.0
369,241.0
370,15.0
371,324.0
372,423.0
373,148.0
374,22.0
375,282.0
376,390.0
377,140.0
378,209.0
379,235.0
380,95.0
381,76.0
382,57.0
383,81.0
384,358.0
385,16.0
386,230.0
387,15.0
388,74.0
389,15.0
390,244.0
391,368.0
392,293.0
393,294.0
394,500.0
395,305.0
396,297.0
397,347.0
398,254.0
399,332.0
400,219.0
401,123.0
402,264.0
403,253.0
404,232.0
405,314.0
406,283.0
407,253.0
408,184.0
409,500.0
410,500.0
411,60.0
412,252.0
413,85.0
414,33.0
415,474.0
416,113.0
417,174.0
418,366.0
419,37.0
420,199.0
421,500.0
422,42.0
423,424.0
424,58.0
425,128.0
426,238.0
427,110.0
428,71.0
429,101.0
430,61.0
431,194.0
432,15.0
433,82.0
434,174.0
435,16.0
436,34.0
437,500.0
438,11.0
439,269.0
440,500.0
441,39.0
442,176.0
443,27.0
444,500.0
445,486.0
446,500.0
447,500.0
448,500.0
449,500.0
450,500.0
451,31.0
452,500.0
453,500.0
454,500.0
455,500.0
456,500.0
457,500.0
458,500.0
459,500.0
460,34.0
461,16.0
462,500.0
463,500.0
464,500.0
465,500.0
466,53.0
467,500.0
468,161.0
469,500.0
470,500.0
471,50.0
472,116.0
473,42.0
474,500.0
475,20.0
476,500.0
477,500.0
478,500.0
479,500.0
480,59.0
481,500.0
482,500.0
483,500.0
484,500.0
485,40.0
486,500.0
487,500.0
488,500.0
489,170.0
490,500.0
491,95.0
492,500.0
493,500.0
494,500.0
495,214.0
496,263.0
497,500.0
498,158.0
499,473.0
500,451.0
501,500.0
502,500.0
503,241.0
504,155.0
505,500.0
506,500.0
507,500.0
508,500.0
509,137.0
510,234.0
511,195.0
512,252.0
513,277.0
514,266.0
515,500.0
516,293.0
517,359.0
518,45.0
519,307.0
520,327.0
521,500.0
522,354.0
523,500.0
524,500.0
525,500.0
526,500.0
527,500.0
528,500.0
529,500.0
530,500.0
531,500.0
532,500.0
533,500.0
534,500.0
535,500.0
536,500.0
537,500.0
538,315.0
539,500.0
540,12.0
541,500.0
542,179.0
543,16.0
544,161.0
545,32.0
546,15.0
547,30.0
548,16.0
549,22.0
550,146.0
551,134.0
552,153.0
553,195.0
554,14.0
555,500.0
556,42.0
557,44.0
558,93.0
559,500.0
560,500.0
561,500.0
562,46.0
563,500.0
564,500.0
565,500.0
566,500.0
567,500.0
568,500.0
569,500.0
570,500.0
571,500.0
572,264.0
573,500.0
574,149.0
575,211.0
576,331.0
577,221.0
578,114.0
579,133.0
580,109.0
581,11.0
582,144.0
583,11.0
584,95.0
585,54.0
586,18.0
587,43.0
588,108.0
589,109.0
590,196.0
591,120.0
592,500.0
593,500.0
594,125.0
595,437.0
596,134.0
597,245.0
598,354.0
599,500.0
600,422.0
601,500.0
602,16.0
603,110.0
604,500.0
605,197.0
606,500.0
607,500.0
608,500.0
609,500.0
610,500.0
611,500.0
612,500.0
613,473.0
614,266.0
615,113.0
616,500.0
617,289.0
618,385.0
619,164.0
620,454.0
621,431.0
622,215.0
623,262.0
624,47.0
625,159.0
626,114.0
627,381.0
628,236.0
629,38.0
630,125.0
631,103.0
632,122.0
633,123.0
634,114.0
635,106.0
636,108.0
637,116.0
638,116.0
639,111.0
640,21.0
641,76.0
642,128.0
643,241.0
644,439.0
645,500.0
646,424.0
647,424.0
648,324.0
649,36.0
650,500.0
651,479.0
652,261.0
653,446.0
654,500.0
655,14.0
656,338.0
657,325.0
658,373.0
659,285.0
660,38.0
661,304.0
662,326.0
663,327.0
664,332.0
665,43.0
666,27.0
667,17.0
668,246.0
669,333.0
670,350.0
671,321.0
672,119.0
673,383.0
674,367.0
675,316.0
676,149.0
677,26.0
678,500.0
679,500.0
680,386.0
681,160.0
682,77.0
683,500.0
684,266.0
685,117.0
686,500.0
687,200.0
688,315.0
689,156.0
690,302.0
691,194.0
692,111.0
693,122.0
694,179.0
695,108.0
696,13.0
697,23.0
698,86.0
699,31.0
700,33.0
701,38.0
702,25.0
703,28.0
704,94.0
705,21.0
706,24.0
707,93.0
708,139.0
709,140.0
710,365.0
711,115.0
712,171.0
713,332.0
714,150.0
715,389.0
716,314.0
717,340.0
718,116.0
719,135.0
720,135.0
721,138.0
722,112.0
723,104.0
724,125.0
725,142.0
726,18.0
727,439.0
728,148.0
729,131.0
730,133.0
731,122.0
732,177.0
733,136.0
734,35.0
735,139.0
736,122.0
737,122.0
738,141.0
739,159.0
740,312.0
741,122.0
742,151.0
743,131.0
744,23.0
745,151.0
746,149.0
747,158.0
748,155.0
749,174.0
750,154.0
751,260.0
752,141.0
753,146.0
754,120.0
755,146.0
756,140.0
757,138.0
758,144.0
759,169.0
760,162.0
761,173.0
762,320.0
763,171.0
764,205.0
765,206.0
766,445.0
767,285.0
768,328.0
769,379.0
770,491.0
771,500.0
772,500.0
773,500.0
774,500.0
775,297.0
776,500.0
777,500.0
778,500.0
779,274.0
780,470.0
781,500.0
782,500.0
783,159.0
784,147.0
785,138.0
786,157.0
787,130.0
788,259.0
789,500.0
790,139.0
791,151.0
792,163.0
793,295.0
794,500.0
795,134.0
796,360.0
797,108.0
798,125.0
799,192.0
800,500.0
801,500.0
802,500.0
803,245.0
804,500.0
805,500.0
806,500.0
807,500.0
808,500.0
809,500.0
810,14.0
811,500.0
812,500.0
813,500.0
814,193.0
815,500.0
816,500.0
817,500.0
818,500.0
819,484.0
820,500.0
821,167.0
822,158.0
823,151.0
824,194.0
825,221.0
826,500.0
827,500.0
828,500.0
829,500.0
830,196.0
831,197.0
832,208.0
833,177.0
834,179.0
835,163.0
836,200.0
837,167.0
838,415.0
839,180.0
840,500.0
841,195.0
842,159.0
843,134.0
844,500.0
845,301.0
846,500.0
847,366.0
848,223.0
849,176.0
850,309.0
851,500.0
852,249.0
853,135.0
854,177.0
855,137.0
856,152.0
857,133.0
858,128.0
859,500.0
860,500.0
861,181.0
862,196.0
863,175.0
864,500.0
865,500.0
866,500.0
867,138.0
868,364.0
869,494.0
870,171.0
871,500.0
872,150.0
873,131.0
874,497.0
875,500.0
876,319.0
877,251.0
878,133.0
879,182.0
880,145.0
881,180.0
882,181.0
883,500.0
884,500.0
885,500.0
886,500.0
887,500.0
888,463.0
889,267.0
890,150.0
891,133.0
892,146.0
893,170.0
894,136.0
895,139.0
896,165.0
897,161.0
898,218.0
899,162.0
900,157.0
901,207.0
902,161.0
903,33.0
904,158.0
905,184.0
906,208.0
907,193.0
908,377.0
909,500.0
910,204.0
911,106.0
912,110.0
913,108.0
914,110.0
915,110.0
916,111.0
917,115.0
918,127.0
919,112.0
920,106.0
921,105.0
922,104.0
923,107.0
924,111.0
925,103.0
926,135.0
927,108.0
928,110.0
929,101.0
930,105.0
931,106.0
932,112.0
933,107.0
934,500.0
935,500.0
936,500.0
937,500.0
938,500.0
939,142.0
940,170.0
941,135.0
942,149.0
943,130.0
944,124.0
945,131.0
946,129.0
947,127.0
948,117.0
949,127.0
950,162.0
951,130.0
952,116.0
953,188.0
954,202.0
955,168.0
956,500.0
957,500.0
958,500.0
959,500.0
960,500.0
961,500.0
962,500.0
963,500.0
964,500.0
965,500.0
966,500.0
967,500.0
968,328.0
969,238.0
970,161.0
971,166.0
972,500.0
973,500.0
974,500.0
975,500.0
976,500.0
977,500.0
978,500.0
979,500.0
980,500.0
981,500.0
982,500.0
983,500.0
984,500.0
985,500.0
986,131.0
987,139.0
988,117.0
989,141.0
990,119.0
991,143.0
992,149.0
993,116.0
994,121.0
995,130.0
996,140.0
997,122.0
998,103.0
999,373.0
1000,111.0
